CATEGORIA PRINCIPAL,ACTIVIDAD ECONÓMICA Y PRODUCTO,Enero-1992,Febrero-1992,Marzo-1992,Abril-1992,Mayo-1992,Junio-1992,Julio-1992,Agosto-1992,Septiembre-1992,Octubre-1992,Noviembre-1992,Diciembre-1992,Enero-1993,Febrero-1993,Marzo-1993,Abril-1993,Mayo-1993,Junio-1993,Julio-1993,Agosto-1993,Septiembre-1993,Octubre-1993,Noviembre-1993,Diciembre-1993,Enero-1994,Febrero-1994,Marzo-1994,Abril-1994,Mayo-1994,Junio-1994,Julio-1994,Agosto-1994,Septiembre-1994,Octubre-1994,Noviembre-1994,Diciembre-1994,Enero-1995,Febrero-1995,Marzo-1995,Abril-1995,Mayo-1995,Junio-1995,Julio-1995,Agosto-1995,Septiembre-1995,Octubre-1995,Noviembre-1995,Diciembre-1995,Enero-1996,Febrero-1996,Marzo-1996,Abril-1996,Mayo-1996,Junio-1996,Julio-1996,Agosto-1996,Septiembre-1996,Octubre-1996,Noviembre-1996,Diciembre-1996,Enero-1997,Febrero-1997,Marzo-1997,Abril-1997,Mayo-1997,Junio-1997,Julio-1997,Agosto-1997,Septiembre-1997,Octubre-1997,Noviembre-1997,Diciembre-1997,Enero-1998,Febrero-1998,Marzo-1998,Abril-1998,Mayo-1998,Junio-1998,Julio-1998,Agosto-1998,Septiembre-1998,Octubre-1998,Noviembre-1998,Diciembre-1998,Enero-1999,Febrero-1999,Marzo-1999,Abril-1999,Mayo-1999,Junio-1999,Julio-1999,Agosto-1999,Septiembre-1999,Octubre-1999,Noviembre-1999,Diciembre-1999,Enero-2000,Febrero-2000,Marzo-2000,Abril-2000,Mayo-2000,Junio-2000,Julio-2000,Agosto-2000,Septiembre-2000,Octubre-2000,Noviembre-2000,Diciembre-2000,Enero-2001,Febrero-2001,Marzo-2001,Abril-2001,Mayo-2001,Junio-2001,Julio-2001,Agosto-2001,Septiembre-2001,Octubre-2001,Noviembre-2001,Diciembre-2001,Enero-2002,Febrero-2002,Marzo-2002,Abril-2002,Mayo-2002,Junio-2002,Julio-2002,Agosto-2002,Septiembre-2002,Octubre-2002,Noviembre-2002,Diciembre-2002,Enero-2003,Febrero-2003,Marzo-2003,Abril-2003,Mayo-2003,Junio-2003,Julio-2003,Agosto-2003,Septiembre-2003,Octubre-2003,Noviembre-2003,Diciembre-2003,Enero-2004,Febrero-2004,Marzo-2004,Abril-2004,Mayo-2004,Junio-2004,Julio-2004,Agosto-2004,Septiembre-2004,Octubre-2004,Noviembre-2004,Diciembre-2004,Enero-2005,Febrero-2005,Marzo-2005,Abril-2005,Mayo-2005,Junio-2005,Julio-2005,Agosto-2005,Septiembre-2005,Octubre-2005,Noviembre-2005,Diciembre-2005,Enero-2006,Febrero-2006,Marzo-2006,Abril-2006,Mayo-2006,Junio-2006,Julio-2006,Agosto-2006,Septiembre-2006,Octubre-2006,Noviembre-2006,Diciembre-2006,Enero-2007,Febrero-2007,Marzo-2007,Abril-2007,Mayo-2007,Junio-2007,Julio-2007,Agosto-2007,Septiembre-2007,Octubre-2007,Noviembre-2007,Diciembre-2007,Enero-2008,Febrero-2008,Marzo-2008,Abril-2008,Mayo-2008,Junio-2008,Julio-2008,Agosto-2008,Septiembre-2008,Octubre-2008,Noviembre-2008,Diciembre-2008,Enero-2009,Febrero-2009,Marzo-2009,Abril-2009,Mayo-2009,Junio-2009,Julio-2009,Agosto-2009,Septiembre-2009,Octubre-2009,Noviembre-2009,Diciembre-2009,Enero-2010,Febrero-2010,Marzo-2010,Abril-2010,Mayo-2010,Junio-2010,Julio-2010,Agosto-2010,Septiembre-2010,Octubre-2010,Noviembre-2010,Diciembre-2010,Enero-2011,Febrero-2011,Marzo-2011,Abril-2011,Mayo-2011,Junio-2011,Julio-2011,Agosto-2011,Septiembre-2011,Octubre-2011,Noviembre-2011,Diciembre-2011,Enero-2012,Febrero-2012,Marzo-2012,Abril-2012,Mayo-2012,Junio-2012,Julio-2012,Agosto-2012,Septiembre-2012,Octubre-2012,Noviembre-2012,Diciembre-2012,Enero-2013,Febrero-2013,Marzo-2013,Abril-2013,Mayo-2013,Junio-2013,Julio-2013,Agosto-2013,Septiembre-2013,Octubre-2013,Noviembre-2013,Diciembre-2013,Enero-2014,Febrero-2014,Marzo-2014,Abril-2014,Mayo-2014,Junio-2014,Julio-2014,Agosto-2014,Septiembre-2014,Octubre-2014,Noviembre-2014,Diciembre-2014,Enero-2015,Febrero-2015,Marzo-2015,Abril-2015,Mayo-2015,Junio-2015,Julio-2015,Agosto-2015,Septiembre-2015,Octubre-2015,Noviembre-2015,Diciembre-2015,Enero-2016,Febrero-2016,Marzo-2016,Abril-2016,Mayo-2016,Junio-2016,Julio-2016,Agosto-2016,Septiembre-2016,Octubre-2016,Noviembre-2016,Diciembre-2016,Enero-2017,Febrero-2017,Marzo-2017,Abril-2017,Mayo-2017,Junio-2017,Julio-2017,Agosto-2017,Septiembre-2017,Octubre-2017,Noviembre-2017,Diciembre-2017,Enero-2018,Febrero-2018,Marzo-2018,Abril-2018,Mayo-2018,Junio-2018,Julio-2018,Agosto-2018,Septiembre-2018,Octubre-2018,Noviembre-2018,Diciembre-2018,Enero-2019,Febrero-2019,Marzo-2019,Abril-2019,Mayo-2019,Junio-2019,Julio-2019,Agosto-2019,Septiembre-2019,Octubre-2019,Noviembre-2019,Diciembre-2019,Enero-2020,Febrero-2020,Marzo-2020,Abril-2020,Mayo-2020,Junio-2020,Julio-2020,Agosto-2020,Septiembre-2020,Octubre-2020,Noviembre-2020,Diciembre-2020,Enero-2021,Febrero-2021,Marzo-2021,Abril-2021,Mayo-2021,Junio-2021,Julio-2021,Agosto-2021,Septiembre-2021,Octubre-2021,Noviembre-2021,Diciembre-2021,Enero-2022,Febrero-2022,Marzo-2022,Abril-2022,Mayo-2022,Junio-2022,Julio-2022,Agosto-2022,Septiembre-2022,Octubre-2022,Noviembre-2022,Diciembre-2022
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Castaña,0.814336,0.264541,0.287379,0.71774,0.669904,1.126045,1.685673,1.401325,1.160561,1.217632,1.06736,0.749522,1.390996,0.712386,0.612759,0.343247,1.021803,1.28836,2.427872,1.460156,1.817097,1.968777,1.478612,0.714056,0.441493,0.564349,0.544622,1.182749,1.381478,1.825898,2.306903,2.017291,1.55465,1.550397,1.478577,0.924941,0.233264,0.841325,0.818494,0.857111,1.282781,1.939534,2.226948,2.79128,2.37987,1.944592,1.826431,1.560491,1.008911,1.046044,0.839047,1.127779,2.923625,2.856697,3.740516,3.355697,3.661372,4.142301,2.37912,1.534751,1.172088,0.188862,0.458715,1.469026,3.523585,4.370963,4.388735,3.159442,4.229209,3.413153,2.784814,1.933312,1.919328,1.25932,1.8769149999999999,2.392405,3.234671,2.422059,4.539457,2.064678,3.636408,2.637256,2.44122,2.448411,1.351482,0.482934,1.008855,0.921968,3.295343,4.403773,3.178074,3.564155,4.788339,3.407324,2.919036,1.597449,0.417286,1.095856,2.511134,4.019253,4.487827,3.143665,2.211665,3.803891,3.158425,2.802939,2.862216,3.551802,0.629616,0.430543,1.920805,3.307726,3.046524,3.056995,3.479775,2.20934568,2.6201178,2.6804656,2.130306,2.233924,1.86410356,1.2885166,1.1415624,1.7561296,2.4766496,2.6018236,4.1824536,2.727802,2.995022,3.08823504,1.83675556,1.41619104,1.28163328,0.80206354,2.0601701,3.202788,2.76598188,3.5768775,4.40590016,4.16989284,5.89866224,2.25063968,5.4008063,2.07152897,0.76442392,0.878428,3.004904,3.7209504,5.70276791,4.96947744,6.16354585,7.3279311,9.5106419,4.54943733,4.4625254,2.30838634,1.5543112,2.1902748,4.7115458,6.6138648,7.4730595,8.73028515,11.94152101,7.6275923,7.2513835,7.07058041,5.12948673,4.75554088,2.36913488,1.95260709,5.98710236,3.612742,7.8372345,6.680326,7.5607132,8.62499822,7.53059688,6.75459139,6.80045451,4.47624885,4.936961,3.20482952,2.98829,5.58906136,6.38452755,7.8258655600000004,7.7543534,7.38472528,8.53219709,7.52410078,6.76220699,8.0624454,4.78515564,3.77972429,5.18526346,6.62561158,8.62859308,11.02338932,10.31642014,9.23915765,8.43933866,9.59538538,6.33459654,4.06957462,4.31400548,3.06510822,4.41107719,3.56521734,6.74441006,8.08403464,7.97228352,7.80670182,7.62849812,5.91765273,8.18389604,5.09523388,3.97792483,3.52005074,5.23017032,8.44335583,10.26831093,11.24392999,11.3699082,12.3626894,12.06055372,11.73374899,8.56892475,4.93317297,4.61354748,6.3393802,6.62104724,12.20571284,16.40596116,15.68334536,13.50291572,18.44962465,19.67989498,15.89266636,13.77873963,5.19989572,8.026453,7.05837392,9.7023015,11.4669479,14.3302474,13.74487288,18.23918903,16.3727035,15.15184268,9.4854226,11.39761916,10.64399677,8.12043077,5.89688121,6.75652568,9.63917996,10.16683726,13.77283414,13.57185578,13.98656522,12.75540399,12.73228419,11.9129788,10.166345,10.5448614,6.81474524,5.1602352,11.78703736,18.18017092,16.68752985,20.22412765,20.48745232,19.71421638,14.42410508,17.71724883,13.33564783,5.0629948,6.80474952,10.7827866,14.1607756,20.63807394,19.73462143,20.04510139,21.31480556,19.79956284,21.45916049,19.45620095,12.76791744,5.39770862,6.42032674,13.22847608,16.91067572,21.17064304,19.16814645,21.48521302,16.09489346,15.79209933,16.70937766,18.67407505,11.65922101,5.56032078,8.36618767,12.62637598,16.3481955,22.23859773,28.49213747,27.88256557,22.08183088,14.26460723,6.36326291,1.7420556,5.43667564,8.50300884,11.2304073,21.67143007,22.76408878,26.01602252,24.972252,26.29553758,21.21549114,14.92554435,15.90553804,15.20049986,12.48902443,9.03526976,8.40198224,12.6336695,18.77177606,13.9629403,12.816264,12.01752389,17.271737860000002,11.28417199,12.57501493,10.11929516,17.06936511,6.45796101,7.51738545,8.52847339,9.14233804,11.3310921,11.79764981,11.08999459,10.33726927,12.85906355,15.92035279,13.99601809,7.53228263,5.94238828,8.69923889,10.24992005,10.15714234,17.64029355,16.4961658,19.24897218,23.12448084,16.07992852,13.82755613,9.9886262,5.79961511,3.77756134,7.33778403,16.91652231,22.93234414,30.36326436,22.5374944,28.37146721,19.12485366,15.30270293,13.78118629,9.24429685,7.99898456
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Semillas y Habas de Soya,0.364015,1.011492,2.648168,0.01625,0.352249,4.527595,1.866638,1.211973,0.689236,3.050484,0.01854,0.016,0.11655,0.076071,NA,0.024508,3.14625,4.2559,2.760099,5.318451,0.2419,0.808343,0.514,0.920272,1.843,0.026514,2.552,4.058692,4.55935,5.248071,6.938055,3.057566,3.55264,4.062844,0.359964,6.915612,2.058809,0.648258,6.611535,3.006597,8.577205,7.185563,0.407685,4.901949,7.314546,2.188047,2.167,1.64899,0.21517,4.336297,2.102175,4.108822,4.042204,6.318173,10.368017,7.495138,9.247863,11.54511,4.028671,0.986749,0.736056,0.18046,0.603874,8.282669,6.437684,7.377452,17.070339,9.736377,1.427674,1.089222,2.320193,6.326198,4.333487,0.46,0.498848,4.18783,8.168115,4.162771,8.24024,7.150561,3.3973969999999998,2.172924,2.115006,2.401247,3.658226,0.235235,4.660067,3.512061,2.782553,6.519777,8.853909,5.085322,1.639719,2.800689,0.0764,0.272464,0.997299,0.009885,2.009589,2.178991,7.115939,7.849808,9.911644,8.374739,7.077253,0.898597,0.020357,0.0144,0.032748,0.0064,0.01261,0.07533,0.31565,0.91684,0.01738,0.031,NA,0.1012,0.079352,0.026,NA,0.016877,0.051625,0.24833752,0.07359,0.2075055,1.46627664,2.69127481,0.61118243,0.01935,0.239289,0.216828,0.0216,0.19351856,0.0567,0.01842,7.85944665,4.76003516,5.25060605,0.68401726,0.31386581,0.01505,3.25356489,3.0330428,5.99397861,0.006875,NA,2.58171226,2.43847198,3.3438787,2.49033992,2.91401631,0.06159,0.24245,1.104116,2.0152976,1.08455,2.7103,2.06676334,3.16915944,4.56361343,2.5164476,3.27284954,4.81462433,2.59937948,1.203675,0.884775,4.50390385,1.82925417,1.26463229,2.02801165,2.7114618,1.53758531,2.17229504,1.26567959,0.82135327,0.91571679,0.1964786,0.21745248,0.25629337,0.29170656,0.0684,0.26865,0.86672945,4.13993937,3.94674361,2.08159614,2.66228707,0.88649133,0.81288685,0.57603934,0.6831332,0.91197005,3.44076565,1.23776613,5.41955361,6.7794972,3.88015685,4.42493008,2.96144535,3.03486656,3.668779,1.76126372,2.17597755,1.51776096,3.80305365,4.11969111,5.45636032,6.57962542,3.95952574,6.6987784,4.09702527,3.52546442,0.62131351,5.41012246,5.24899997,1.08304605,1.00390481,0.8266769,2.3779073,2.27759259,3.698743,1.59958402,1.61307474,0.83046729,1.66152572,1.49049823,0.97015689,1.37680609,0.200925,0.47947372,1.1459646000000001,0.34681815,0.3645183,0.53640444,1.56192263,1.34594659,1.06670377,2.91316297,4.05585922,0.96739437,1.27069224,2.24329997,4.63280096,4.38695028,16.78200207,11.96531398,38.55393766,29.13593842,11.14064021,10.55311189,26.28016585,18.8709058,14.59514873,11.05926971,19.23065317,28.52904841,34.15912746,32.29459967,31.51695012,27.80490737,18.0429927,12.95360233,19.1962469,15.80981419,4.64160603,1.79858607,8.99860436,25.40853039,17.89831822,9.39288244,1.94137032,0.1047,2.3508531,0.77132328000000006,0.66733715,NA,NA,NA,NA,NA,0.23378,1.6901554,0.8191518,0.251735,0.04902,0.0966,0.1648,0.0252,0.212812,0.493007,1.66272354,8.38520952,10.63560638,4.67611524,2.95940887,1.11375448,0.3449735,0.64313919,0.88118528,0.89369264,NA,0.19092,1.38179216,1.39295204,0.7546698,0.0936,0.25264,0.056896,0.04972,0.30177,0.19496,0.339653,0.24932000000000001,0.39873388,0.234219,0.4790628,0.424785,0.23839,0.2935644,0.14595,0.18961,0.11452692,0.227295,0.509905,0.28969787,0.23712,0.42727,0.69732284,0.379281,0.41661,0.172375,0.18783,0.3079152,0.03696,0.9587234,1.1333221,0.29321,0.114815,0.430437,0.44551005,0.16014,0.14060979,0.10963,0.310548,0.11526979,1.85644264,2.69254183,0.12213,0.80755591,0.13546,0.49722726,7.58814817,11.48683273,1.71667207,3.37189017,3.85816967,5.32648745,3.89583337,5.6349119,3.91470443,9.08586775,23.01196,41.96193259,55.18641053,55.42191464,52.067167,46.16462494,31.64422483,7.2450723,4.23029622,5.02967012
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Quinua,0.019818,0.0415,0.02556,0.066061,0.01656,0.072312,0.03295,0.069059,0.05013,0.104114,0.026318,0.06205,0.00101,0.01658,0.055142,0.026950000000000002,0.030997,0.08415,0.022174,0.09619,0.078444,0.07684,0.114773,0.10682,0.10295,0.04753,0.085764,0.038761,0.105134,0.108698,0.105169,0.164955,0.20901,0.136486,0.175474,0.160975,0.201812,0.214733,0.108814,0.15287,0.072921,0.163315,0.112389,0.060866,0.131865,0.16107,0.176411,0.05598,0.09346,0.070115,0.146448,0.11501,0.10526,0.173406,0.203666,0.166514,0.230687,0.22839,0.19491,0.135192,0.257266,0.10601,0.263922,0.135156,0.1984,0.17255,0.215521,0.184703,0.191556,0.11796,0.13983,0.202994,0.148707,0.109564,0.178287,0.1504,0.179927,0.103906,0.133425,0.136235,0.249605,0.103846,0.24806,0.141305,0.182311,0.100785,0.222304,0.124075,0.226328,0.1243,0.286475,0.339742,0.218111,0.317318,0.270896,0.313798,0.146348,0.148446,0.191132,0.126808,0.111388,0.170937,0.097361,0.160141,0.148407,0.1893,0.151125,0.160491,0.132112,0.16,0.230731,0.261695,0.301542,0.203674,0.182093,0.13395984,0.24799868,0.1369824,0.23628951,0.1842678,0.10155075,0.1368928,0.20000816,0.255075,0.15511888,0.1193421,0.1946359,0.17175241,0.20311058,0.18579359,0.27084169,0.33428352,0.174925,0.278386,0.1890071,0.25125642,0.33577685,0.1927013,0.32189303,0.14630297,0.3718209,0.2679823,0.28469236,0.2706491,0.22217118,0.26971993,0.356308,0.42216075,0.30879234,0.29872211,0.2868917,0.2880359,0.48209147,0.4326866,0.41521974,0.62536554,0.21735015,0.2908285,0.61351812,0.47748737,0.3953627,0.41465988,0.61197298,0.49690649,0.4946906,0.48275322,0.57457674,0.5032255,0.39150753,0.42820452,0.64397361,0.60733505,0.7457857,0.6548516,0.72439214,0.90535729,0.97467193,0.9092914,0.98901126,0.93669838,0.70724453,0.69848706,0.79727224,0.75779311,1.00661352,1.02381856,1.25719453,1.29227848,1.44168712,1.30704925,1.52611476,1.29173384,1.06583161,0.95138433,1.13473959,1.20653462,1.39205,1.4769289,2.05013549,2.68753942,2.30709432,3.44781083,2.97361202,2.33456037,2.23132644,2.15934587,2.67091856,3.01320397,3.4262268,3.18296513,4.19392416,4.15321791,4.8592771,4.73917732,4.07624123,4.45048356,2.5031136,2.63142694,3.45357443,4.1485781,3.75965442,4.31968411,4.92042646,3.48758447,5.31131386,4.41006973,4.05134477,3.65143374,2.46048915,4.80114541,4.05830668,4.47614,4.24269018,6.06066905,7.08731413,6.97592305,6.19435032,6.04748226,5.70233757,5.3390314,4.13615176,4.57363898,6.02826909,5.00036,5.10712035,5.86313929,7.6729271,8.88563235,8.48944732,7.65228845,7.57341437,8.93369306,6.81876012,5.76712892,8.09060369,10.54085596,12.8217179,12.87080703,15.53586606,13.60742086,13.47827343,18.00611428,14.6238428,21.09809812,14.70795991,16.38144552,13.82427802,13.69814509,20.22358461,19.9601528,22.39341066,18.52738663,17.73676485,14.17204056,12.72732253,12.28410551,9.61758188,7.41856623,11.18621651,8.7374908,10.16924408,12.39062227,10.21760302,10.07123662,8.63745297,8.02442943,6.77469808,4.46041014,5.085838,6.25992195,6.29534794,7.84217877,6.86192024,5.8418957,7.91651483,6.72763469,6.3983194,6.99159935,7.65645142,7.55987512,4.34193437,5.41484511,6.49373509,7.46382396,5.92734642,6.59759732,6.29833123,7.00454175,5.94428427,6.86157435,6.35377152,5.81863581,5.91000748,4.58849619,6.35194646,5.36346276,6.087984,5.07553691,6.95016946,7.07647008,8.50593672,7.42717557,7.66385157,10.02645044,6.9158694,7.98608563,6.58707423,7.39480782,6.83137945,7.67772113,8.35057098,9.38018154,7.73114482,8.68714222,5.30235177,7.81112829,5.29161564,5.59671478,7.6432935,7.75349293,9.87172685,9.04537762,9.26582716,7.66562916,9.14189723,8.23866497,6.4501257,6.44967633,4.88601061,5.89586239,5.25583436,4.24754294,5.01279856,4.99102704,5.76892574,4.63427588,5.09858428,4.90920935,6.05649556,4.95273492,3.51101084,4.04244189,4.54953978,3.91015855,4.7446987,4.45788667,4.4018371,3.51999371,3.57408616,3.14582585,2.4616594,4.14290405
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Frijoles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04275,0.089784,NA,0.01566,0.02736,0.02754,0.05526,0.0144,NA,0.68991,0.541775,0.55268,0.3177,0.043815,0.017721,0.048042,0.065310000000000007,0.00915,0.453252,0.04115,0.0126,0.823389,0.370543,0.076778,0.354373,0.133267,0.486333,0.10438,0.056504,0.11502,0.06662,0.17213,1.226107,1.031877,2.614512,2.325723,0.126835,0.026715,0.0722,0.05103,0.05311,0.12048,0.161686,0.18786,1.903796,1.580728,0.132067,0.162145,0.136831,0.087506,0.152663,0.124272,0.059609,0.044364,0.113093,0.469171,3.405116,0.857436,0.269139,2.090593,0.049888,0.06027,0.045614,0.114162,0.20429,0.075437,0.067561,0.326173,1.137308,1.051685,0.374278,0.263251,0.214892,0.081364,0.224747,0.236127,0.317964,0.140193,0.197823,0.638272,1.34878956,1.64216437,0.44036753,0.55284051,0.21673,0.12077502,0.13518446,0.06571806,0.09562703,0.19264866,0.29142569,1.29715468,2.35716819,1.6261359,0.48800388,0.26185932,0.38167723,0.25414186,0.1241055,0.16373507,0.27429457,0.3596367,0.36484469,0.36596443,1.148947,1.05815365,0.79799512,0.64205187,0.53838431,0.2730521,0.34937985,0.22645055,0.42983363,0.28508974,0.20600616,0.52704308,1.56528245,1.90918292,1.14896146,0.66047528,0.14171037,0.30127519,0.13091744,0.31214176,0.15101226,0.1594907,0.37564461,1.09583832,2.38972792,2.4342538,1.36354465,0.46833052,0.48660093,0.1426703,0.48634952,0.22754616,0.11095057,0.19705567,0.22120609,0.80591636,2.81542138,2.73504637,1.03315145,0.5980727,0.88967935,0.74403991,1.2261572,0.55439272,0.66142615,0.99750197,1.20982837,0.96626333,3.46391245,5.2925764,2.81149222,1.86282969,0.60250154,1.49732807,0.69420351,0.79943247,0.42478496,1.63894253,1.50960537,3.75387909,7.24765991,15.86768163,6.67669325,1.59737713,1.75426516,2.02358886,1.92428485,1.37734644,0.5445475,1.1320713,1.59446662,2.56234874,5.31542014,8.99637021,4.7969567,2.25233253,1.01957696,0.80082853,2.38452219,1.62516725,0.6519914,0.44225215,1.08553446,3.04057758,9.02898543,11.31018823,3.59725121,0.44486884,0.43381101,0.44453382,0.7588904,0.663491,0.90610831,1.53353923,2.70845301,4.58462335,7.77199147,4.3388456,1.36183044,1.97719272,2.1952755,1.66749684,2.41841106,1.90020591,1.58262161,3.20560359,2.50248131,3.36808623,7.77533608,7.50416335,3.29667228,2.69266238,2.98304281,2.68660529,2.79656227,2.6171188,0.75071112,1.10995299,1.79667827,4.33018405,10.41659059,7.34357678,2.80696331,1.42983951,0.60049799,0.95281317,3.60093592,3.34679563,1.00312086,0.94028679,0.73926274,1.7731986,4.07890647,3.55522946,2.24658971,1.91812354,1.7815869,2.13976162,1.8954286,1.34708346,1.018624,1.52301494,1.08132719,1.70457356,1.94726476,2.21019069,0.93992301,1.24238531,1.72939604,1.32562061,1.14511658,1.28827663,1.78578419,2.05435103,4.21486196,6.31871088,8.16665681,5.25887609,0.42009194,0.517993,0.26015737,0.261507,0.81697106,0.36980083,0.477666,1.05594194,1.64993014,1.85930245,2.34607688,1.97773155,1.51659693,0.608803,0.20864158,0.68973725,0.872339,0.46462045,1.47084782,1.17539008,1.92164237,1.56500118,2.30158521,2.00020536,0.82076667,0.39965253,1.02583675,2.02917744,1.0260045,0.43936092,1.20921692,0.9031097,1.1397939,1.8764389400000001,1.6459991,0.80563572,0.27821394,1.73201172,0.79653584,0.3463722,0.40559489,1.44426266,1.65976976,1.32360229,0.79273376,1.16234234,3.419535,3.07821566,1.72383689,1.2002338,0.92792773,1.02596116,0.87195557,0.90273799,1.06383638,0.85959292,1.59793872,1.73164052,1.12268,1.37316934,0.87143095,0.93552882,1.2142405,1.45468818,2.6462401,1.89191472,2.05566493,1.95722569,2.87177948,3.08440648,2.07376265,1.95129715,0.53492588,0.84626055
"AGRICULTURA, GANADERÍA, CAZA SILVICULTURA Y PESCA",Bananas,0.001546,NA,0.004613,0.009773,0.006526,0.010089,0.006526,NA,0.006524,0.003262,0.006524,0.003262,NA,NA,0.002,0.003262,NA,0.003262,0.006524,NA,0.005822,0.003263,0.003262,0.005684,NA,0.0108,0.011962,NA,NA,0.01304,0.0128,0.041036,0.02268,0.0032,NA,2.5e-4,4.4e-4,4e-5,NA,0.0063,0.019766,0.0054,0.0312,0.01489,0.0151,0.040682,0.01785,0.0258,0.019254,0.015,0.0228,0.0225,0.0249,0.02955,0.01869,0.0378,0.0231,0.02529,0.0504,0.087409,0.041435,0.0279,0.01272,0.026969,0.025064,0.01128,0.010114,0.008588,0.014819,0.00893,0.00886,0.057297,0.013775,0.01425,0.022554,0.012748,0.00683,0.015831,0.02415,0.02115,0.02509,0.054613,0.052382,0.0566,0.051078,0.0657,0.056653,0.049795,0.05039,0.057158,0.06094,0.066746,0.095058,0.097212,0.092729,0.126957,0.094112,0.088968,0.089529,0.067925,0.11231,0.110241,0.05673,0.07289,0.05148,0.070665,0.083315,0.16969,0.16715,0.11637,0.1429,0.2038,0.10548,0.13766,0.07062,0.12252,0.0987,0.10834,0.176524,0.28507,0.18738,0.13097,0.15692,0.1627,0.1546,0.142056,0.13956,0.1552475,0.1497,0.219625,0.24251,0.39503,0.27418,0.2734368,0.25089,0.21517,0.327644,0.255899,0.346225,0.32462,0.32366,0.34095,0.384365,0.501926,0.513385,0.34478,0.45319,0.638596,0.362045,0.23326,0.49392975,0.36569,0.41794,0.53905,0.61915214,0.82749225,0.5828425,0.829445,0.49406465,0.68446608,0.6216775,0.3570895,0.68735625,0.4615557,0.4832925,0.60437738,0.72127396,0.88498045,1.0880375,0.737471,0.813065,0.5920575,0.98726535,0.9217595,0.70147125,0.74314725,0.699439,1.007375,0.71520805,1.05478557,0.8240764,0.9726235,0.9693675,0.8081455,1.0173585,0.598102,0.575839,0.6335275,0.5061465,0.770014,0.8499525,1.54167,0.90846,1.03379,1.16568,0.917485,0.988515,1.049875,0.817012,0.950118,0.496463,0.68652,1.0433145,2.00327049,1.359284,1.397383,1.265246,0.978704,1.465887,0.87115,0.728568,0.64415,0.888178,1.030672,1.11845066,1.836014,1.61230626,1.23407768,1.569781,1.47146,1.3197706,0.62884389,0.851581,0.653795,0.629628,0.76948,1.321535,2.121485,1.96386,1.74516922,2.27448428,2.110575,1.63139,1.44366,1.06535,1.38836716,1.66753,1.20583,2.2142943,3.670682,2.4073118,1.777475,1.71101,2.0524,1.85918756,1.435985,1.4381964,1.41113,1.704562,2.11841236,2.474675,4.47867496,2.94055,2.88725,2.331805,3.503545,2.712909,2.5578155,1.87214,1.127934,1.81974,2.358025,2.53636,3.6012645,3.83821754,1.8883348,2.9650622,3.5741372,3.0825435,2.14005,2.1977,1.79175,2.48225,2.9379,3.9398,4.90265,3.87985,1.9336,4.3096772,3.4017,3.31025,2.51423,1.9343,2.3543,2.31165,3.50505,2.86795,6.1348,4.21555,2.79356,5.28297,3.59078,2.4128,1.66155,2.0891,2.46525,2.2987,3.137205,3.8067,2.7662,5.714525,4.19275,3.7631,3.50737,2.688818,2.355975,2.00295,1.90675,2.41875,2.83805998,3.965025,3.88998993,3.444075,3.1566,4.038375,3.04465,2.815685,1.712229,1.9207,1.541575,1.684,2.9006104,3.156705,3.947945,3.050645,3.34712,3.514954,3.05831194,2.458073,1.545408,1.2578,1.76028,2.458637,2.182759,0.559985,4.67076,3.357505,2.1462804,3.658153,3.0159966,2.481951,1.539812,1.947042,1.520536,2.801112,3.88444158,5.133143,4.743815,5.2434,3.783775,3.843405,3.03365,1.767677,1.433635,1.346898,1.580412,2.355443,3.688094,4.145413,5.67531546,5.456215,4.98244,7.198552,3.460763,3.03803,2.198425,2.537745,2.58559499,2.36046002,3.51742308,3.42011207,5.78282711
